z,n,t/s,A
,,2356.9578947368423,70.43363954405513
,,3142.6105263157897,65.78111858085683
,,3928.263157894737,57.86463590164891
,,4713.9157894736845,51.599465882685216
,,5499.568421052632,46.3506896183025
,,6285.221052631579,42.66905116844113
,,7070.873684210526,37.02240741225534
,,7856.526315789474,33.610579923796884
,,8642.178947368422,30.676227420143938
,,9427.831578947369,26.831857206605918
,,10213.484210526316,23.607966336096606
,,10999.136842105265,22.986220463780402
,,11784.789473684212,19.61071420187207
,,12570.442105263159,17.205175984243258
,,13356.094736842106,15.674936489106672
,,14141.747368421053,13.019400574374277
,,14927.400000000001,11.318587228164654
56,84,0.0,98.52546852916348
,,173950.4842105263,88.94066485395884
,,347900.9684210526,79.39889287608385
,,521851.4526315789,72.82209523176151
,,695801.9368421052,65.99469600854088
,,869752.4210526316,57.225158104215424
,,1043702.9052631578,52.82980450543008
,,1217653.3894736841,45.850980262071644
